/home/zzydty/minigrid-a2c-ppo-dqn/scripts/train.py --env MiniGrid-FourDoor-v0 --algo dqn --model dqn-partial_obs-2 --frames 1000000 --procs 1 --batch-size 300 --max-memory 1500 --seed 2 --update-interval 20

Namespace(algo='dqn', batch_size=300, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-FourDoor-v0', episodes=10000000, epochs=4, frames=1000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, max_memory=1500, mem=False, model='dqn-partial_obs-2', optim_alpha=0.99, optim_eps=1e-08, procs=1, recurrence=1, save_interval=100, seed=2, text=False, update_interval=20, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

QModel(
  (conv1): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
  (conv2): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
  (conv3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (head): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=5, bias=True)
  )
)

Optimizer loaded

U 1 | E 1 | F 000324 | FPS 3849 | D 0 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 0.025
U 201 | E 201 | F 047262 | FPS 3433 | D 13 | rR:μσmM 5.74 75.38 0.00 1000.00 | pL 6.749
U 202 | E 202 | F 047310 | FPS 2356 | D 13 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 3.417
U 203 | E 203 | F 047634 | FPS 3664 | D 13 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 10.057
U 204 | E 204 | F 047855 | FPS 3768 | D 13 | rR:μσmM 4.58 67.11 0.00 1000.00 | pL 10.076
U 205 | E 205 | F 047953 | FPS 3108 | D 13 | rR:μσmM 10.27 100.49 0.00 1000.00 | pL 3.424
U 206 | E 206 | F 048017 | FPS 2723 | D 13 | rR:μσmM 15.69 124.01 0.00 1000.00 | pL 6.757
U 207 | E 207 | F 048341 | FPS 3668 | D 13 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.433
U 208 | E 208 | F 048440 | FPS 3222 | D 13 | rR:μσmM 10.14 99.99 0.00 1000.00 | pL 3.426
U 209 | E 209 | F 048516 | FPS 2875 | D 13 | rR:μσmM 13.29 113.94 0.00 1000.00 | pL 3.427
U 210 | E 210 | F 048584 | FPS 2689 | D 13 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 3.434
U 211 | E 211 | F 048908 | FPS 3644 | D 13 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 0.065
U 212 | E 212 | F 049174 | FPS 3696 | D 14 | rR:μσmM 3.81 61.20 0.00 1000.00 | pL 0.086
U 213 | E 213 | F 049295 | FPS 3484 | D 14 | rR:μσmM 8.30 90.53 0.00 1000.00 | pL 10.065
U 214 | E 214 | F 049352 | FPS 2806 | D 14 | rR:μσmM 17.61 131.28 0.00 1000.00 | pL 3.414
U 215 | E 215 | F 049603 | FPS 3596 | D 14 | rR:μσmM 4.03 62.99 0.00 1000.00 | pL 0.098
U 216 | E 216 | F 049701 | FPS 3395 | D 14 | rR:μσmM 10.27 100.49 0.00 1000.00 | pL 13.380
U 217 | E 217 | F 049873 | FPS 3533 | D 14 | rR:μσmM 5.86 76.02 0.00 1000.00 | pL 3.406
U 218 | E 218 | F 050197 | FPS 3863 | D 14 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 3.416
U 219 | E 219 | F 050268 | FPS 2899 | D 14 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 6.729
U 220 | E 220 | F 050535 | FPS 3773 | D 14 | rR:μσmM 3.79 61.08 0.00 1000.00 | pL 10.232
U 221 | E 221 | F 050859 | FPS 3632 | D 14 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 0.262
U 222 | E 222 | F 050945 | FPS 2978 | D 14 | rR:μσmM 11.70 107.20 0.00 1000.00 | pL 3.554
U 223 | E 223 | F 051269 | FPS 3867 | D 14 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.498
U 224 | E 224 | F 051342 | FPS 2996 | D 14 | rR:μσmM 13.78 116.23 0.00 1000.00 | pL 3.462
U 225 | E 225 | F 051467 | FPS 3440 | D 14 | rR:μσmM 8.03 89.08 0.00 1000.00 | pL 6.747
U 226 | E 226 | F 051609 | FPS 3362 | D 14 | rR:μσmM 7.13 83.62 0.00 1000.00 | pL 0.082
U 227 | E 227 | F 051839 | FPS 3579 | D 14 | rR:μσmM 4.40 65.79 0.00 1000.00 | pL 6.758
U 228 | E 228 | F 051972 | FPS 3307 | D 14 | rR:μσmM 7.61 86.38 0.00 1000.00 | pL 3.401
U 229 | E 229 | F 052136 | FPS 3478 | D 14 | rR:μσmM 6.15 77.85 0.00 1000.00 | pL 0.073
U 230 | E 230 | F 052460 | FPS 3540 | D 14 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 10.044
U 231 | E 231 | F 052507 | FPS 2480 | D 14 | rR:μσmM 21.40 144.29 0.00 1000.00 | pL 13.372
U 232 | E 232 | F 052599 | FPS 3003 | D 14 | rR:μσmM 10.91 103.68 0.00 1000.00 | pL 3.408
U 233 | E 233 | F 052923 | FPS 3686 | D 15 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.401
U 234 | E 234 | F 053247 | FPS 3868 | D 15 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 13.356
U 235 | E 235 | F 053349 | FPS 3026 | D 15 | rR:μσmM 9.92 98.52 0.00 1000.00 | pL 6.714
U 236 | E 236 | F 053665 | FPS 3775 | D 15 | rR:μσmM 3.20 56.16 0.00 1000.00 | pL 3.406
U 237 | E 237 | F 053989 | FPS 3659 | D 15 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 0.074
U 238 | E 238 | F 054313 | FPS 3671 | D 15 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 0.063
U 239 | E 239 | F 054369 | FPS 2591 | D 15 | rR:μσmM 17.93 132.42 0.00 1000.00 | pL 3.391
U 240 | E 240 | F 054540 | FPS 3591 | D 15 | rR:μσmM 5.88 76.25 0.00 1000.00 | pL 3.457
U 241 | E 241 | F 054615 | FPS 3079 | D 15 | rR:μσmM 13.41 114.69 0.00 1000.00 | pL 10.093
U 242 | E 242 | F 054939 | FPS 3821 | D 15 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 3.443
U 243 | E 243 | F 055050 | FPS 3234 | D 15 | rR:μσmM 9.06 94.48 0.00 1000.00 | pL 10.074
U 244 | E 244 | F 055137 | FPS 3231 | D 15 | rR:μσmM 11.54 106.59 0.00 1000.00 | pL 6.793
U 245 | E 245 | F 055266 | FPS 3349 | D 15 | rR:μσmM 7.83 87.70 0.00 1000.00 | pL 3.477
U 246 | E 246 | F 055590 | FPS 3733 | D 15 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 0.129
U 247 | E 247 | F 055828 | FPS 3448 | D 15 | rR:μσmM 4.25 64.68 0.00 1000.00 | pL 3.423
U 248 | E 248 | F 056152 | FPS 3664 | D 15 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 0.091
U 249 | E 249 | F 056476 | FPS 3440 | D 16 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 3.399
U 250 | E 250 | F 056524 | FPS 2503 | D 16 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 3.384
U 251 | E 251 | F 056848 | FPS 3678 | D 16 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 0.033
U 252 | E 252 | F 057092 | FPS 3622 | D 16 | rR:μσmM 4.15 63.88 0.00 1000.00 | pL 0.067
U 253 | E 253 | F 057383 | FPS 3741 | D 16 | rR:μσmM 3.49 58.52 0.00 1000.00 | pL 3.375
U 254 | E 254 | F 057445 | FPS 2728 | D 16 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 3.399
U 255 | E 255 | F 057726 | FPS 3722 | D 16 | rR:μσmM 3.60 59.55 0.00 1000.00 | pL 0.084
U 256 | E 256 | F 058050 | FPS 3554 | D 16 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 6.738
U 257 | E 257 | F 058374 | FPS 3822 | D 16 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 0.099
U 258 | E 258 | F 058434 | FPS 2761 | D 16 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 3.434
U 259 | E 259 | F 058519 | FPS 3066 | D 16 | rR:μσmM 11.81 107.82 0.00 1000.00 | pL 0.104
U 260 | E 260 | F 058843 | FPS 3573 | D 16 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.461
U 261 | E 261 | F 059167 | FPS 3658 | D 16 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 0.136
U 262 | E 262 | F 059491 | FPS 3574 | D 16 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 0.140
U 263 | E 263 | F 059724 | FPS 3565 | D 17 | rR:μσmM 4.34 65.37 0.00 1000.00 | pL 3.427
U 264 | E 264 | F 059872 | FPS 3324 | D 17 | rR:μσmM 6.82 81.92 0.00 1000.00 | pL 0.096
U 265 | E 265 | F 059998 | FPS 3146 | D 17 | rR:μσmM 8.03 88.73 0.00 1000.00 | pL 3.411
U 266 | E 266 | F 060322 | FPS 3538 | D 17 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 3.426
U 267 | E 267 | F 060646 | FPS 3676 | D 17 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.404
U 268 | E 268 | F 060970 | FPS 3623 | D 17 | rR:μσmM 0.05 0.31 0.00 2.00 | pL 0.088
U 269 | E 269 | F 061206 | FPS 2981 | D 17 | rR:μσmM 4.29 64.95 0.00 1000.00 | pL 3.409
U 270 | E 270 | F 061530 | FPS 3522 | D 17 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.395
U 271 | E 271 | F 061690 | FPS 3484 | D 17 | rR:μσmM 6.28 78.81 0.00 1000.00 | pL 0.076
U 272 | E 272 | F 061817 | FPS 3394 | D 17 | rR:μσmM 7.92 88.38 0.00 1000.00 | pL 3.424
U 273 | E 273 | F 061908 | FPS 2839 | D 17 | rR:μσmM 11.05 104.24 0.00 1000.00 | pL 3.415
U 274 | E 274 | F 062232 | FPS 3807 | D 17 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.387
U 275 | E 275 | F 062354 | FPS 3320 | D 17 | rR:μσmM 8.25 90.16 0.00 1000.00 | pL 0.080
U 276 | E 276 | F 062676 | FPS 3494 | D 17 | rR:μσmM 3.14 55.64 0.00 1000.00 | pL 0.093
U 277 | E 277 | F 062822 | FPS 3408 | D 17 | rR:μσmM 6.89 82.47 0.00 1000.00 | pL 0.085
U 278 | E 278 | F 062997 | FPS 3212 | D 17 | rR:μσmM 5.78 75.37 0.00 1000.00 | pL 13.380
U 279 | E 279 | F 063114 | FPS 3109 | D 18 | rR:μσmM 8.65 92.05 0.00 1000.00 | pL 6.749
U 280 | E 280 | F 063438 | FPS 3611 | D 18 | rR:μσmM 0.05 0.31 0.00 2.00 | pL 3.484
U 281 | E 281 | F 063533 | FPS 3139 | D 18 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 3.550
U 282 | E 282 | F 063597 | FPS 2237 | D 18 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 3.641
U 283 | E 283 | F 063681 | FPS 3055 | D 18 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 6.845
U 284 | E 284 | F 063714 | FPS 2120 | D 18 | rR:μσmM 30.48 171.39 0.00 1000.00 | pL 3.476
U 285 | E 285 | F 063794 | FPS 3180 | D 18 | rR:μσmM 12.55 111.10 0.00 1000.00 | pL 10.148
U 286 | E 286 | F 063896 | FPS 3271 | D 18 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 3.446
U 287 | E 287 | F 064001 | FPS 3124 | D 18 | rR:μσmM 9.56 97.12 0.00 1000.00 | pL 10.104
U 288 | E 288 | F 064325 | FPS 3701 | D 18 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.455
U 289 | E 289 | F 064641 | FPS 3488 | D 18 | rR:μσmM 3.21 56.16 0.00 1000.00 | pL 3.433
U 290 | E 290 | F 064692 | FPS 2391 | D 18 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 10.086
U 291 | E 291 | F 065016 | FPS 3704 | D 18 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.426
U 292 | E 292 | F 065043 | FPS 1888 | D 18 | rR:μσmM 37.19 188.82 0.00 1000.00 | pL 0.111
U 293 | E 293 | F 065096 | FPS 2710 | D 18 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 6.773
U 294 | E 294 | F 065318 | FPS 3051 | D 18 | rR:μσmM 4.57 66.96 0.00 1000.00 | pL 6.753
U 295 | E 295 | F 065392 | FPS 3062 | D 18 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 6.753
U 296 | E 296 | F 065625 | FPS 3732 | D 18 | rR:μσmM 4.34 65.37 0.00 1000.00 | pL 0.098
U 297 | E 297 | F 065710 | FPS 2984 | D 18 | rR:μσmM 11.84 107.82 0.00 1000.00 | pL 3.431
U 298 | E 298 | F 065808 | FPS 3324 | D 18 | rR:μσmM 10.27 100.49 0.00 1000.00 | pL 10.075
U 299 | E 299 | F 065839 | FPS 2108 | D 18 | rR:μσmM 32.39 176.66 0.00 1000.00 | pL 10.079
U 300 | E 300 | F 066045 | FPS 3589 | D 18 | rR:μσmM 4.91 69.50 0.00 1000.00 | pL 6.871
Status saved
U 301 | E 301 | F 066369 | FPS 3688 | D 18 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.510
U 302 | E 302 | F 066595 | FPS 3579 | D 19 | rR:μσmM 4.48 66.37 0.00 1000.00 | pL 3.542
U 303 | E 303 | F 066868 | FPS 3585 | D 19 | rR:μσmM 3.70 60.41 0.00 1000.00 | pL 6.829
U 304 | E 304 | F 066920 | FPS 1889 | D 19 | rR:μσmM 19.35 137.32 0.00 1000.00 | pL 10.117
U 305 | E 305 | F 067170 | FPS 3692 | D 19 | rR:μσmM 4.05 63.12 0.00 1000.00 | pL 0.128
U 306 | E 306 | F 067270 | FPS 3003 | D 19 | rR:μσmM 10.06 99.49 0.00 1000.00 | pL 10.096
U 307 | E 307 | F 067422 | FPS 3393 | D 19 | rR:μσmM 6.64 80.84 0.00 1000.00 | pL 6.748
U 308 | E 308 | F 067471 | FPS 1930 | D 19 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 3.452
U 309 | E 309 | F 067681 | FPS 3532 | D 19 | rR:μσmM 4.80 68.84 0.00 1000.00 | pL 6.768
U 310 | E 310 | F 067877 | FPS 3634 | D 19 | rR:μσmM 5.15 71.24 0.00 1000.00 | pL 6.779
U 311 | E 311 | F 068006 | FPS 3212 | D 19 | rR:μσmM 7.78 87.70 0.00 1000.00 | pL 10.140
U 312 | E 312 | F 068073 | FPS 2605 | D 19 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 13.438
U 313 | E 313 | F 068151 | FPS 3009 | D 19 | rR:μσmM 12.87 112.49 0.00 1000.00 | pL 3.442
U 314 | E 314 | F 068213 | FPS 2742 | D 19 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 3.478
U 315 | E 315 | F 068334 | FPS 3289 | D 19 | rR:μσmM 8.31 90.53 0.00 1000.00 | pL 20.038
U 316 | E 316 | F 068658 | FPS 3632 | D 19 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 10.104
U 317 | E 317 | F 068977 | FPS 3613 | D 19 | rR:μσmM 3.17 55.90 0.00 1000.00 | pL 0.114
U 318 | E 318 | F 069301 | FPS 3672 | D 19 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 6.774
U 319 | E 319 | F 069352 | FPS 2525 | D 19 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 3.423
U 320 | E 320 | F 069663 | FPS 3569 | D 19 | rR:μσmM 3.25 56.61 0.00 1000.00 | pL 6.826
U 321 | E 321 | F 069987 | FPS 3610 | D 20 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 3.555
U 322 | E 322 | F 070031 | FPS 2306 | D 20 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 6.902
U 323 | E 323 | F 070212 | FPS 3348 | D 20 | rR:μσmM 5.60 74.12 0.00 1000.00 | pL 3.546
U 324 | E 324 | F 070282 | FPS 2795 | D 20 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 13.485
U 325 | E 325 | F 070312 | FPS 1928 | D 20 | rR:μσmM 33.47 179.48 0.00 1000.00 | pL 3.458
U 326 | E 326 | F 070398 | FPS 2924 | D 20 | rR:μσmM 11.70 107.20 0.00 1000.00 | pL 0.125
U 327 | E 327 | F 070722 | FPS 3524 | D 20 | rR:μσmM 0.06 0.33 0.00 2.00 | pL 0.108
U 328 | E 328 | F 070868 | FPS 3267 | D 20 | rR:μσmM 6.90 82.47 0.00 1000.00 | pL 0.086
U 329 | E 329 | F 070920 | FPS 2588 | D 20 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 6.758
U 330 | E 330 | F 071008 | FPS 3012 | D 20 | rR:μσmM 11.45 105.98 0.00 1000.00 | pL 13.400
U 331 | E 331 | F 071052 | FPS 2182 | D 20 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 10.052
U 332 | E 332 | F 071376 | FPS 3667 | D 20 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.410
U 333 | E 333 | F 071700 | FPS 3616 | D 20 | rR:μσmM 0.05 0.31 0.00 2.00 | pL 3.418
U 334 | E 334 | F 071741 | FPS 2230 | D 20 | rR:μσmM 24.49 154.24 0.00 1000.00 | pL 0.086
U 335 | E 335 | F 071797 | FPS 2587 | D 20 | rR:μσmM 17.93 132.42 0.00 1000.00 | pL 6.735
U 336 | E 336 | F 071905 | FPS 3211 | D 20 | rR:μσmM 9.31 95.77 0.00 1000.00 | pL 0.083
U 337 | E 337 | F 072000 | FPS 3199 | D 20 | rR:μσmM 10.65 102.04 0.00 1000.00 | pL 10.093
U 338 | E 338 | F 072134 | FPS 2860 | D 20 | rR:μσmM 7.51 86.06 0.00 1000.00 | pL 0.087
U 339 | E 339 | F 072212 | FPS 2535 | D 20 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 3.416
U 340 | E 340 | F 072465 | FPS 3384 | D 20 | rR:μσmM 4.00 62.74 0.00 1000.00 | pL 10.158
U 341 | E 341 | F 072625 | FPS 3285 | D 20 | rR:μσmM 6.33 78.80 0.00 1000.00 | pL 3.518
U 342 | E 342 | F 072949 | FPS 3819 | D 20 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 6.853
U 343 | E 343 | F 073167 | FPS 3575 | D 21 | rR:μσmM 4.65 67.57 0.00 1000.00 | pL 6.828
U 344 | E 344 | F 073491 | FPS 3637 | D 21 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.458
U 345 | E 345 | F 073607 | FPS 3208 | D 21 | rR:μσmM 8.66 92.44 0.00 1000.00 | pL 6.760
U 346 | E 346 | F 073890 | FPS 3533 | D 21 | rR:μσmM 3.58 59.34 0.00 1000.00 | pL 0.121
U 347 | E 347 | F 074122 | FPS 3477 | D 21 | rR:μσmM 4.36 65.51 0.00 1000.00 | pL 0.106
U 348 | E 348 | F 074446 | FPS 3511 | D 21 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 10.060
U 349 | E 349 | F 074759 | FPS 3685 | D 21 | rR:μσmM 3.23 56.43 0.00 1000.00 | pL 0.098
U 350 | E 350 | F 074797 | FPS 2352 | D 21 | rR:μσmM 26.42 160.06 0.00 1000.00 | pL 3.391
U 351 | E 351 | F 075121 | FPS 3598 | D 21 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 0.074
U 352 | E 352 | F 075142 | FPS 1593 | D 21 | rR:μσmM 47.90 212.90 0.00 1000.00 | pL 3.408
U 353 | E 353 | F 075466 | FPS 3717 | D 21 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 3.393
U 354 | E 354 | F 075643 | FPS 3647 | D 21 | rR:μσmM 5.72 74.95 0.00 1000.00 | pL 0.077
U 355 | E 355 | F 075773 | FPS 3269 | D 21 | rR:μσmM 7.78 87.36 0.00 1000.00 | pL 0.085
U 356 | E 356 | F 075816 | FPS 2441 | D 21 | rR:μσmM 23.35 150.70 0.00 1000.00 | pL 6.740
U 357 | E 357 | F 076086 | FPS 3555 | D 21 | rR:μσmM 3.75 60.74 0.00 1000.00 | pL 6.731
U 358 | E 358 | F 076308 | FPS 3656 | D 21 | rR:μσmM 4.57 66.96 0.00 1000.00 | pL 13.388
U 359 | E 359 | F 076535 | FPS 3594 | D 22 | rR:μσmM 4.46 66.22 0.00 1000.00 | pL 6.750
U 360 | E 360 | F 076859 | FPS 3622 | D 22 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.488
U 361 | E 361 | F 076907 | FPS 2412 | D 22 | rR:μσmM 20.92 142.81 0.00 1000.00 | pL 10.124
U 362 | E 362 | F 077231 | FPS 3843 | D 22 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.467
U 363 | E 363 | F 077423 | FPS 3452 | D 22 | rR:μσmM 5.25 71.98 0.00 1000.00 | pL 0.128
U 364 | E 364 | F 077747 | FPS 3821 | D 22 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 6.749
U 365 | E 365 | F 077967 | FPS 3692 | D 22 | rR:μσmM 4.60 67.26 0.00 1000.00 | pL 3.423
U 366 | E 366 | F 078039 | FPS 3005 | D 22 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 6.736
U 367 | E 367 | F 078093 | FPS 2516 | D 22 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 3.419
U 368 | E 368 | F 078358 | FPS 3758 | D 22 | rR:μσmM 3.82 61.31 0.00 1000.00 | pL 0.119
U 369 | E 369 | F 078664 | FPS 3840 | D 22 | rR:μσmM 3.32 57.07 0.00 1000.00 | pL 0.113
U 370 | E 370 | F 078725 | FPS 2677 | D 22 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 10.088
U 371 | E 371 | F 078802 | FPS 2797 | D 22 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 3.444
U 372 | E 372 | F 079015 | FPS 3640 | D 22 | rR:μσmM 4.75 68.35 0.00 1000.00 | pL 3.406
U 373 | E 373 | F 079044 | FPS 1853 | D 22 | rR:μσmM 34.69 182.43 0.00 1000.00 | pL 10.077
U 374 | E 374 | F 079368 | FPS 3578 | D 22 | rR:μσmM 0.05 0.31 0.00 2.00 | pL 6.732
U 375 | E 375 | F 079487 | FPS 3242 | D 22 | rR:μσmM 8.45 91.28 0.00 1000.00 | pL 3.419
U 376 | E 376 | F 079675 | FPS 3396 | D 22 | rR:μσmM 5.38 72.73 0.00 1000.00 | pL 3.414
U 377 | E 377 | F 079750 | FPS 2988 | D 22 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 3.424
U 378 | E 378 | F 079839 | FPS 2521 | D 22 | rR:μσmM 11.30 105.40 0.00 1000.00 | pL 3.422
U 379 | E 379 | F 079948 | FPS 2756 | D 23 | rR:μσmM 9.23 95.34 0.00 1000.00 | pL 6.751
U 380 | E 380 | F 080172 | FPS 3081 | D 23 | rR:μσmM 4.53 66.66 0.00 1000.00 | pL 6.891
U 381 | E 381 | F 080220 | FPS 2600 | D 23 | rR:μσmM 20.92 142.81 0.00 1000.00 | pL 10.186
U 382 | E 382 | F 080472 | FPS 3684 | D 23 | rR:μσmM 4.05 62.87 0.00 1000.00 | pL 6.843
U 383 | E 383 | F 080753 | FPS 3911 | D 23 | rR:μσmM 3.60 59.55 0.00 1000.00 | pL 3.510
U 384 | E 384 | F 080852 | FPS 3371 | D 23 | rR:μσmM 10.14 99.99 0.00 1000.00 | pL 3.473
U 385 | E 385 | F 080940 | FPS 3229 | D 23 | rR:μσmM 11.45 105.98 0.00 1000.00 | pL 3.493
U 386 | E 386 | F 081000 | FPS 2834 | D 23 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 10.170
U 387 | E 387 | F 081171 | FPS 3451 | D 23 | rR:μσmM 5.92 76.24 0.00 1000.00 | pL 6.787
U 388 | E 388 | F 081237 | FPS 3072 | D 23 | rR:μσmM 15.24 122.14 0.00 1000.00 | pL 3.453
U 389 | E 389 | F 081561 | FPS 3622 | D 23 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 6.751
U 390 | E 390 | F 081691 | FPS 3335 | D 23 | rR:μσmM 7.77 87.36 0.00 1000.00 | pL 6.787
U 391 | E 391 | F 081916 | FPS 3671 | D 23 | rR:μσmM 4.50 66.52 0.00 1000.00 | pL 0.147
U 392 | E 392 | F 082087 | FPS 3562 | D 23 | rR:μσmM 5.93 76.24 0.00 1000.00 | pL 3.511
U 393 | E 393 | F 082411 | FPS 3707 | D 23 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 3.519
U 394 | E 394 | F 082615 | FPS 3555 | D 23 | rR:μσmM 4.97 69.84 0.00 1000.00 | pL 3.540
U 395 | E 395 | F 082770 | FPS 3490 | D 23 | rR:μσmM 6.54 80.06 0.00 1000.00 | pL 0.243
U 396 | E 396 | F 082813 | FPS 2381 | D 23 | rR:μσmM 23.35 150.70 0.00 1000.00 | pL 10.123
U 397 | E 397 | F 082926 | FPS 3190 | D 23 | rR:μσmM 8.94 93.65 0.00 1000.00 | pL 3.472
U 398 | E 398 | F 083109 | FPS 3420 | D 23 | rR:μσmM 5.52 73.72 0.00 1000.00 | pL 10.094
U 399 | E 399 | F 083222 | FPS 3120 | D 23 | rR:μσmM 8.96 93.65 0.00 1000.00 | pL 6.753
U 400 | E 400 | F 083287 | FPS 2775 | D 24 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 6.842
Status saved
U 401 | E 401 | F 083477 | FPS 3658 | D 24 | rR:μσmM 5.33 72.35 0.00 1000.00 | pL 3.497
U 402 | E 402 | F 083666 | FPS 3546 | D 24 | rR:μσmM 5.35 72.54 0.00 1000.00 | pL 0.150
U 403 | E 403 | F 083737 | FPS 2857 | D 24 | rR:μσmM 14.14 117.83 0.00 1000.00 | pL 6.787
U 404 | E 404 | F 083854 | FPS 3222 | D 24 | rR:μσmM 8.63 92.05 0.00 1000.00 | pL 6.798
U 405 | E 405 | F 083951 | FPS 3316 | D 24 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 10.119
U 406 | E 406 | F 084009 | FPS 2965 | D 24 | rR:μσmM 17.31 130.16 0.00 1000.00 | pL 6.785
U 407 | E 407 | F 084093 | FPS 3073 | D 24 | rR:μσmM 11.95 108.45 0.00 1000.00 | pL 6.814
U 408 | E 408 | F 084126 | FPS 2160 | D 24 | rR:μσmM 30.48 171.39 0.00 1000.00 | pL 10.122
U 409 | E 409 | F 084450 | FPS 3801 | D 24 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 13.443
U 410 | E 410 | F 084624 | FPS 3590 | D 24 | rR:μσmM 5.82 75.59 0.00 1000.00 | pL 6.763
U 411 | E 411 | F 084768 | FPS 2837 | D 24 | rR:μσmM 7.03 83.04 0.00 1000.00 | pL 6.774
U 412 | E 412 | F 084903 | FPS 2711 | D 24 | rR:μσmM 7.50 85.74 0.00 1000.00 | pL 0.109
